1 kaneko 0196 0 02 00 00 BG-01-5650-07-060-A きりぎりす きりぎりす きりぎりす
1 kaneko 0196 1 14 00 00 BG-01-2000-02-030-A 君 きみ 君
1 kaneko 0196 2 14 00 00 BG-01-2020-06-050-A -- くん 君
1 kaneko 0196 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0196 1 51 51 01 BG-03-1920-07-170-A 果てしもない はてしもない 果てしもない
1 kaneko 0196 2 51 51 01 BG-03-1920-07-120-A -- はてしない はてしない
1 kaneko 0196 0 17 00 00 BG-01-3011-01-090-A 辛苦 しんく 辛苦
2 kaneko 0196 2 17 00 00 BG-01-3040-05-050-A 辛苦 しんく 辛苦
1 kaneko 0196 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0196 1 47 21 05 BG-02-3060-01-010-A 思っ おもう 思う
1 kaneko 0196 2 47 21 05 BG-01-3061-01-010-A -- おもい 思い
1 kaneko 0196 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0196 0 47 08 04 BG-02-3030-02-010-A 泣き なく 泣く
1 kaneko 0196 0 47 17 01 BG-02-3420-02-030-A なさる なさる なさる
1 kaneko 0196 0 64 00 00 BG-08-0064-04-010-A が が が
1 kaneko 0196 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0196 0 56 00 00 BG-03-1993-07-021-A あまりに あまりに あまりに
1 kaneko 0196 0 56 00 00 BG-03-1000-02-040-A そう そう そう
1 kaneko 0196 0 47 08 04 BG-02-3030-02-010-A 泣き なく 泣く
1 kaneko 0196 0 47 17 01 BG-02-3420-02-030-A なさる なさる なさる
1 kaneko 0196 0 69 00 00 BG-08-0069-10-010-A な な な
1 kaneko 0196 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0196 0 58 00 00 BG-04-3170-01-050-A そりゃ そりゃ そりゃ
1 kaneko 0196 0 17 00 00 BG-01-3011-01-090-A 辛苦 しんく 辛苦
2 kaneko 0196 2 17 00 00 BG-01-3040-05-050-A 辛苦 しんく 辛苦
1 kaneko 0196 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0196 0 47 21 05 BG-02-3120-01-010-A いっ いう いう
1 kaneko 0196 1 74 54 03 BG-09-0010-04-010-A たら た た
1 kaneko 0196 2 74 54 03 BG-04-1120-05-160-A -- た た
1 kaneko 0196 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0196 0 14 00 00 BG-01-2000-01-020-A 私 わたし 私
1 kaneko 0196 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0196 0 21 00 00 BG-01-1000-04-010-A 方 ほう 方
2 kaneko 0196 2 21 00 00 BG-01-1730-01-020-A 方 ほう 方
1 kaneko 0196 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0196 0 55 00 00 BG-03-1920-06-030-A 遥か はるか 遥か
1 kaneko 0196 0 47 13 05 BG-02-1900-06-042-A 勝っ かつ 勝つ
2 kaneko 0196 2 47 13 05 BG-02-3530-11-010-A 勝っ かつ 勝つ
1 kaneko 0196 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0196 0 51 50 01 BG-03-1400-04-160-A ひどい ひどい ひどい
1 kaneko 0196 0 21 00 00 BG-07-0010-03-010-A の の の
1 kaneko 0196 0 74 55 04 BG-09-0050-01-030-A で だ だ
1 kaneko 0196 0 74 18 01 BG-02-1200-01-010-A ある ある ある
2 kaneko 0196 2 74 18 01 BG-03-1000-07-010-A ある ある ある
1 kaneko 0196 0 78 00 00 BG-16-0078-01-010-A 。 。 。
1 kaneko 0196 0 62 00 00 BG-08-0062-01-010-A と と と
2 kaneko 0196 2 62 00 00 BG-08-0064-18-010-A と と と
2 kaneko 0196 2 62 00 00 BG-04-1120-05-170-A -- と と
1 kaneko 0196 0 47 21 01 BG-02-3120-01-010-A いう いう いう
1 kaneko 0196 0 64 00 00 BG-08-0064-04-010-A が が が
1 kaneko 0196 0 02 00 00 BG-01-1750-05-070-A 裏面 りめん 裏面
1 kaneko 0196 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0196 0 02 00 00 BG-01-3045-01-010-A 意 い 意
1 kaneko 0196 0 78 00 00 BG-16-0078-01-010-A 。 。 。
