1 kaneko 0507 0 55 00 00 BG-03-1000-04-050-A いかに いかに いかに
1 kaneko 0507 0 21 00 00 BG-01-1000-03-010-A もの もの もの
1 kaneko 0507 0 74 55 04 BG-09-0050-01-030-A で だ だ
1 kaneko 0507 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0507 1 74 52 01 BG-09-0010-01-050-A ない ない ない
1 kaneko 0507 2 74 52 01 BG-03-1200-02-010-A -- ない ない
1 kaneko 0507 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0507 0 14 00 00 BG-01-1000-01-050-A それ それ それ
1 kaneko 0507 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0507 0 57 00 00 BG-03-1000-02-010-A その その その
1 kaneko 0507 0 02 00 00 BG-01-2000-06-080-A 人 ひと 人
2 kaneko 0507 2 02 00 00 BG-01-2020-01-020-A 人 ひと 人
1 kaneko 0507 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0507 0 02 00 00 BG-01-2000-01-300-A 自分 じぶん 自分
2 kaneko 0507 2 02 00 00 BG-01-2010-01-020-A 自分 じぶん 自分
1 kaneko 0507 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0507 1 47 21 05 BG-02-3060-01-010-A 思っ おもう 思う
1 kaneko 0507 2 47 21 05 BG-01-3061-01-010-A -- おもい 思い
1 kaneko 0507 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0507 0 48 48 01 BG-02-3770-05-020-A くれる くれる くれる
1 kaneko 0507 0 70 00 00 BG-08-0069-28-015-A か か か
2 kaneko 0507 2 70 00 00 BG-08-0070-01-010-A か か か
2 kaneko 0507 2 70 00 00 BG-08-0065-14-040-C -- か か
1 kaneko 0507 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0507 1 23 00 00 BG-03-1300-01-010-A よう よう よう
1 kaneko 0507 2 23 00 00 BG-03-1140-01-070-A -- よう よう
1 kaneko 0507 0 72 00 00 BG-08-0072-02-010-A に に に
1 kaneko 0507 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0507 0 47 15 01 BG-02-1554-02-010-A 結ぶ むすぶ 結ぶ
1 kaneko 0507 0 02 00 00 BG-01-2020-05-150-A 手 て 手
2 kaneko 0507 2 02 00 00 BG-01-3081-01-030-A 手 て 手
3 kaneko 0507 2 02 00 00 BG-01-5730-02-010-A 手 て 手
1 kaneko 0507 1 65 00 00 BG-08-0065-08-010-A も も も
1 kaneko 0507 2 65 00 00 BG-04-1130-01-200-A -- も も
1 kaneko 0507 0 51 50 01 BG-03-3000-06-030-A だるい だるい だるい
1 kaneko 0507 0 21 00 00 BG-01-1990-01-030-A 程 ほど 程
1 kaneko 0507 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0507 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0507 1 16 00 00 BG-03-1600-03-140-A 何返も なんべんも 何返も
1 kaneko 0507 3 16 00 00 BG-01-1950-07-050-A -- なんべん なんべん
1 kaneko 0507 3 16 00 00 BG-08-0065-08-010-A -- も も
1 kaneko 0507 1 02 00 00 BG-01-4160-06-090-A 下紐 したひも 下紐
1 kaneko 0507 3 02 00 00 BG-01-1741-01-060-A -- した 下
1 kaneko 0507 3 02 00 00 BG-01-4160-06-020-A -- ひも ひも
1 kaneko 0507 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0507 0 18 00 00 BG-01-5100-01-010-A 自然 しぜん 自然
2 kaneko 0507 2 18 00 00 BG-03-1500-01-040-A 自然 しぜん 自然
1 kaneko 0507 0 72 00 00 BG-08-0072-02-010-A に に に
1 kaneko 0507 0 47 06 01 BG-02-1550-05-010-A 解ける とける 解ける
1 kaneko 0507 0 69 00 00 BG-08-0069-32-010-A わ わ わ
1 kaneko 0507 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0507 0 16 00 00 BG-01-1642-01-030-A 昔 むかし 昔
1 kaneko 0507 0 61 00 00 BG-08-0061-01-010-A から から から
1 kaneko 0507 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0507 0 82 00 00 BG-16-0082-04-010-A 「 「 「
1 kaneko 0507 0 02 00 00 BG-01-2000-06-080-A 人 ひと 人
2 kaneko 0507 2 02 00 00 BG-01-2020-01-020-A 人 ひと 人
1 kaneko 0507 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0507 0 47 06 02 BG-02-3060-03-070-A 恋い こいる 恋いる
1 kaneko 0507 0 49 06 01 BG-02-1110-02-020-A られる られる られる
1 kaneko 0507 0 22 00 00 BG-01-1610-01-010-A 時 とき 時
1 kaneko 0507 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0507 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0507 1 02 00 00 BG-01-4160-06-090-A 下紐 したひも 下紐
1 kaneko 0507 3 02 00 00 BG-01-1741-01-060-A -- した 下
1 kaneko 0507 3 02 00 00 BG-01-4160-06-020-A -- ひも ひも
1 kaneko 0507 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0507 0 47 06 01 BG-02-1550-05-010-A 解ける とける 解ける
1 kaneko 0507 0 83 00 00 BG-16-0083-04-010-A 」 」 」
1 kaneko 0507 0 62 00 00 BG-08-0062-01-010-A と と と
2 kaneko 0507 2 62 00 00 BG-08-0064-18-010-A と と と
2 kaneko 0507 2 62 00 00 BG-04-1120-05-170-A -- と と
1 kaneko 0507 1 47 12 04 BG-02-3050-01-080-A いい習わし いいならわす いい習わす
1 kaneko 0507 3 47 12 04 BG-02-3120-01-010-A -- いう 云う
1 kaneko 0507 3 47 12 04 BG-02-3050-01-060-A -- ならわす ならわす
2 kaneko 0507 2 47 12 04 BG-02-3120-09-150-A いい習わし いいならわす いい習わす
2 kaneko 0507 3 47 12 04 BG-02-3120-01-010-A -- いう 云う
2 kaneko 0507 3 47 12 04 BG-02-3050-01-060-A -- ならわす ならわす
1 kaneko 0507 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0507 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0507 0 47 17 01 BG-02-1200-01-010-A ある ある ある
1 kaneko 0507 0 64 00 00 BG-08-0064-04-040-A けれど けれど けれど
1 kaneko 0507 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0507 0 02 00 00 BG-01-1731-01-060-A あて あて あて
1 kaneko 0507 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0507 0 47 17 02 BG-02-1220-01-030-A なら なる なる
1 kaneko 0507 1 74 52 01 BG-09-0010-01-050-A ない ない ない
1 kaneko 0507 2 74 52 01 BG-03-1200-02-010-A -- ない ない
1 kaneko 0507 0 69 00 00 BG-04-3200-03-030-A なあ なあ なあ
2 kaneko 0507 2 69 00 00 BG-08-0069-11-040-A なあ なあ なあ
1 kaneko 0507 0 78 00 00 BG-16-0078-01-010-A 。 。 。
