1 kaneko 0791 0 22 00 00 BG-01-1610-01-010-A 時 とき 時
1 kaneko 0791 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0791 0 47 03 07 BG-02-3420-01-010-A し する する
1 kaneko 0791 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0791 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0791 0 57 00 00 BG-03-1000-02-010-A その その その
1 kaneko 0791 0 02 00 00 BG-01-1624-01-010-A 時節 じせつ 時節
1 kaneko 0791 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0791 0 02 00 00 BG-02-3041-02-011-A 待ち まち 待ち
1 kaneko 0791 0 47 06 02 BG-02-3700-03-010-A 得 える 得る
1 kaneko 0791 0 49 06 02 BG-02-1110-02-020-A られ られる られる
1 kaneko 0791 0 74 59 01 BG-03-1200-02-090-A ぬ ぬ ぬ
2 kaneko 0791 2 74 59 01 BG-09-0010-01-010-A ぬ ぬ ぬ
3 kaneko 0791 2 74 59 01 BG-09-0010-03-020-C ぬ ぬ ぬ
1 kaneko 0791 0 69 00 00 BG-08-0069-32-010-A わ わ わ
1 kaneko 0791 0 69 00 00 BG-08-0069-02-020-A い い い
1 kaneko 0791 0 78 00 00 BG-16-0078-01-010-A 。 。 。
