1 kaneko 0377 0 14 00 00 BG-01-2000-06-030-A どなた どなた どなた
3 kaneko 0377 2 14 00 00 BG-01-2000-02-010-A あなた あなた あなた
1 kaneko 0377 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0377 1 17 00 00 BG-01-3521-04-100-A お別れ おわかれ お別れ
1 kaneko 0377 2 17 00 00 BG-01-3521-04-010-A -- わかれ 別れ
1 kaneko 0377 2 17 00 00 BG-05-0070-01-010-A -- お お
1 kaneko 0377 2 17 00 00 BG-02-3510-02-010-A -- わかれる 別かれる
1 kaneko 0377 0 47 12 04 BG-02-3120-01-020-A 申し もうす 申す
1 kaneko 0377 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0377 0 61 00 00 BG-08-0061-01-010-A から から から
1 kaneko 0377 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0377 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0377 0 47 06 04 BG-02-5810-04-010-A 生き いきる 生きる
1 kaneko 0377 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0377 0 48 06 01 BG-02-1200-02-010-A いる いる いる
1 kaneko 0377 0 02 00 00 BG-01-5200-02-010-A 空 そら 空
1 kaneko 0377 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0377 1 74 52 01 BG-09-0010-01-050-A ない ない ない
1 kaneko 0377 2 74 52 01 BG-03-1200-02-010-A -- ない ない
1 kaneko 0377 0 64 00 00 BG-08-0064-04-010-A が が が
1 kaneko 0377 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0377 0 56 00 00 BG-04-3150-01-040-A 万一 まんいち 万一
1 kaneko 0377 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0377 1 65 00 00 BG-08-0065-08-010-A も も も
1 kaneko 0377 2 65 00 00 BG-04-1130-01-200-A -- も も
1 kaneko 0377 0 02 00 00 BG-01-5800-01-010-A 命 いのち 命
1 kaneko 0377 0 47 17 06 BG-02-1200-01-010-A あっ ある ある
1 kaneko 0377 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0377 0 47 06 04 BG-02-5810-04-010-A 生き いきる 生きる
1 kaneko 0377 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0377 0 48 06 01 BG-02-1200-02-010-A いる いる いる
1 kaneko 0377 0 74 55 07 BG-09-0050-01-030-A なら だ だ
1 kaneko 0377 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0377 0 51 50 01 BG-03-1920-01-010-A 長い ながい 長い
1 kaneko 0377 1 02 00 00 BG-01-1610-03-020-A 間 あいだ 間
1 kaneko 0377 2 02 00 00 BG-01-1760-06-010-A -- あいだ 間
1 kaneko 0377 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0377 0 14 00 00 BG-01-2000-01-020-A 私 わたし 私
1 kaneko 0377 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0377 1 47 06 01 BG-02-3050-03-040-A 忘れる わすれる 忘れる
1 kaneko 0377 2 47 06 01 BG-01-3051-04-010-A -- わすれ 忘れ
1 kaneko 0377 0 70 00 00 BG-08-0069-28-015-A か か か
2 kaneko 0377 2 70 00 00 BG-08-0070-01-010-A か か か
2 kaneko 0377 2 70 00 00 BG-08-0065-14-040-C -- か か
1 kaneko 0377 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0377 0 14 00 00 BG-01-1730-03-030-A あなた あなた あなた
2 kaneko 0377 2 14 00 00 BG-01-1731-02-030-A あなた あなた あなた
3 kaneko 0377 2 14 00 00 BG-01-2000-02-010-A あなた あなた あなた
1 kaneko 0377 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0377 0 47 06 04 BG-02-3510-07-020-A 訪れ おとずれる 訪れる
1 kaneko 0377 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0377 1 65 00 00 BG-08-0065-08-010-A も も も
1 kaneko 0377 2 65 00 00 BG-04-1130-01-200-A -- も も
1 kaneko 0377 1 47 17 02 BG-02-3770-05-030-A くださら くださる くださる
1 kaneko 0377 2 47 17 02 BG-02-3770-05-020-A -- くれる くれる
1 kaneko 0377 0 74 59 01 BG-03-1200-02-090-A ぬ ぬ ぬ
2 kaneko 0377 2 74 59 01 BG-09-0010-01-010-A ぬ ぬ ぬ
3 kaneko 0377 2 74 59 01 BG-09-0010-03-020-C ぬ ぬ ぬ
1 kaneko 0377 0 70 00 00 BG-08-0069-28-015-A か か か
2 kaneko 0377 2 70 00 00 BG-08-0070-01-010-A か か か
2 kaneko 0377 2 70 00 00 BG-08-0065-14-040-C -- か か
1 kaneko 0377 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0377 0 02 00 00 BG-01-1950-06-040-A 二つ ふたつ 二つ
1 kaneko 0377 0 16 00 00 BG-01-1950-06-020-A 一つ ひとつ 一つ
1 kaneko 0377 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0377 0 22 00 00 BG-01-1700-04-010-A ところ ところ ところ
1 kaneko 0377 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0377 0 55 00 00 BG-03-1640-08-120-A 追っ付け おっつけ 追っ付け
1 kaneko 0377 0 47 12 04 BG-02-3062-01-020-A 試し ためす 試す
1 kaneko 0377 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0377 0 38 00 00 BG-01-3091-02-080-A 御覧 ごらん 御覧
1 kaneko 0377 0 48 19 09 BG-02-3420-02-030-A なさい なさる なさる
1 kaneko 0377 0 69 00 00 BG-08-0069-30-010-A よ よ よ
2 kaneko 0377 2 69 00 00 BG-08-0073-07-010-A よ よ よ
1 kaneko 0377 0 78 00 00 BG-16-0078-01-010-A 。 。 。
