1 kaneko 0659 0 02 00 00 BG-01-4720-04-010-A 堤 つつみ 堤
1 kaneko 0659 3 02 00 00 BG-01-2020-01-020-A -- ひと 人
1 kaneko 0659 3 02 00 00 BG-01-5710-08-010-A -- め 眼
1 kaneko 0659 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0659 0 47 16 01 BG-02-1130-03-010-A つつむ つつむ つつむ
1 kaneko 0659 0 02 00 00 BG-01-3000-01-020-A 心 こころ 心
2 kaneko 0659 2 02 00 00 BG-01-3061-01-120-A 心 こころ 心
1 kaneko 0659 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0659 0 56 00 00 BG-03-1992-01-050-A 大方 おおかた 大方
1 kaneko 0659 0 47 17 02 BG-02-1220-01-030-A なら なる なる
1 kaneko 0659 0 74 59 01 BG-03-1200-02-090-A ぬ ぬ ぬ
2 kaneko 0659 2 74 59 01 BG-09-0010-01-010-A ぬ ぬ ぬ
3 kaneko 0659 2 74 59 01 BG-09-0010-03-020-C ぬ ぬ ぬ
1 kaneko 0659 1 63 00 00 BG-08-0063-42-010-A によって によって によって
1 kaneko 0659 3 63 00 00 BG-08-0061-05-010-A -- に に
1 kaneko 0659 3 63 00 00 BG-02-1110-01-070-A -- よる 拠る
1 kaneko 0659 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0659 0 47 21 04 BG-02-1556-01-020-A 逢い あう 逢う
2 kaneko 0659 2 47 21 04 BG-02-3510-01-010-A 逢い あう 逢う
1 kaneko 0659 0 74 53 09 BG-03-3012-03-020-A たく たい たい
2 kaneko 0659 2 74 53 09 BG-09-0050-03-010-A たく たい たい
1 kaneko 0659 1 47 21 04 BG-02-3060-01-010-A 思い おもう 思う
1 kaneko 0659 2 47 21 04 BG-01-3061-01-010-A -- おもい 思い
1 kaneko 0659 0 64 00 00 BG-08-0064-22-010-A ながら ながら ながら
1 kaneko 0659 1 65 00 00 BG-08-0065-08-010-A も も も
1 kaneko 0659 2 65 00 00 BG-04-1130-01-200-A -- も も
1 kaneko 0659 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0659 1 55 00 00 BG-03-1300-01-010-A よう よう よう
1 kaneko 0659 2 55 00 00 BG-03-1140-01-070-A -- よう よう
1 kaneko 0659 0 67 00 00 BG-08-0069-05-010-A サ さ サ
1 kaneko 0659 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0659 0 47 21 02 BG-02-1556-01-020-A 逢わ あう 逢う
2 kaneko 0659 2 47 21 02 BG-02-3510-01-010-A 逢わ あう 逢う
1 kaneko 0659 0 74 59 01 BG-03-1200-02-090-A ぬ ぬ ぬ
2 kaneko 0659 2 74 59 01 BG-09-0010-01-010-A ぬ ぬ ぬ
3 kaneko 0659 2 74 59 01 BG-09-0010-03-020-C ぬ ぬ ぬ
1 kaneko 0659 0 69 00 00 BG-08-0069-32-010-A わ わ わ
1 kaneko 0659 0 78 00 00 BG-16-0078-01-010-A 。 。 。
