1 kaneko 0603 0 55 00 00 BG-04-3150-01-010-A もし もし もし
1 kaneko 0603 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0603 0 02 00 00 BG-01-5800-01-040-A 生命 せいめい 生命
1 kaneko 0603 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0603 1 02 00 00 BG-01-2600-01-020-A 世の中 よのなか 世の中
1 kaneko 0603 3 02 00 00 BG-01-2610-01-040-A -- よ 世
1 kaneko 0603 3 02 00 00 BG-08-0071-01-010-A -- の の
1 kaneko 0603 3 02 00 00 BG-01-1770-01-080-A -- なか 中
1 kaneko 0603 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0603 0 02 00 00 BG-01-1244-02-020-A 無常 むじょう 無常
1 kaneko 0603 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0603 0 02 00 00 BG-01-4000-01-080-A 物 もの 物
1 kaneko 0603 0 63 00 00 BG-08-0063-13-010-A として として として
1 kaneko 0603 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0603 0 56 00 00 BG-03-1010-04-010-A 当然 とうぜん 当然
1 kaneko 0603 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0603 0 02 00 00 BG-01-1010-01-020-A 事 こと 事
1 kaneko 0603 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0603 1 23 00 00 BG-03-1300-01-010-A よう よう よう
1 kaneko 0603 2 23 00 00 BG-03-1140-01-070-A -- よう よう
1 kaneko 0603 0 72 00 00 BG-08-0072-02-010-A に に に
1 kaneko 0603 1 47 12 02 BG-02-3120-01-150-A 言い成さ いいなす 言い成す
1 kaneko 0603 3 47 12 02 BG-02-3120-01-010-A -- いう 云う
1 kaneko 0603 3 47 12 02 BG-02-3420-02-010-A -- なす なす
1 kaneko 0603 0 49 06 04 BG-02-1110-02-010-A れ れる れる
2 kaneko 0603 2 49 06 04 BG-09-0040-02-010-A れ れる れる
1 kaneko 0603 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0603 1 65 00 00 BG-08-0065-08-010-A も も も
1 kaneko 0603 2 65 00 00 BG-04-1130-01-200-A -- も も
1 kaneko 0603 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0603 0 14 00 00 BG-01-1730-03-030-A あなた あなた あなた
2 kaneko 0603 2 14 00 00 BG-01-1731-02-030-A あなた あなた あなた
3 kaneko 0603 2 14 00 00 BG-01-2000-02-010-A あなた あなた あなた
1 kaneko 0603 0 61 00 00 BG-08-0061-07-010-A の の の
1 kaneko 0603 0 51 50 01 BG-03-3680-06-170-A つれない つれない つれない
1 kaneko 0603 0 21 00 00 BG-01-1010-01-020-A 事 こと 事
1 kaneko 0603 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0603 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0603 0 02 00 00 BG-01-2000-06-080-A 人 ひと 人
2 kaneko 0603 2 02 00 00 BG-01-2020-01-020-A 人 ひと 人
1 kaneko 0603 1 65 00 00 BG-08-0065-08-010-A も も も
1 kaneko 0603 2 65 00 00 BG-04-1130-01-200-A -- も も
1 kaneko 0603 0 51 50 07 BG-03-1330-01-020-A よく よい よい
1 kaneko 0603 0 47 17 06 BG-02-3060-07-010-A 知っ しる 知る
1 kaneko 0603 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0603 0 48 06 01 BG-02-1200-02-010-A いる いる いる
1 kaneko 0603 0 21 00 00 BG-01-1010-01-020-A 事 こと 事
1 kaneko 0603 0 22 00 00 BG-04-1120-03-040-A ゆえ ゆえ ゆえ
1 kaneko 0603 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0603 0 55 00 00 BG-04-3130-01-040-A やはり やはり やはり
1 kaneko 0603 0 14 00 00 BG-01-1730-03-030-A あなた あなた あなた
2 kaneko 0603 2 14 00 00 BG-01-1731-02-030-A あなた あなた あなた
3 kaneko 0603 2 14 00 00 BG-01-2000-02-010-A あなた あなた あなた
1 kaneko 0603 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0603 0 18 00 00 BG-03-3680-06-130-A 無情 むじょう 無情
1 kaneko 0603 0 74 55 06 BG-09-0050-01-030-A な だ だ
1 kaneko 0603 0 22 00 00 BG-01-1113-02-050-A 為 ため 為
1 kaneko 0603 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0603 1 63 00 00 BG-08-0063-07-010-A という という という
1 kaneko 0603 3 63 00 00 BG-08-0061-04-010-A -- と と
1 kaneko 0603 3 63 00 00 BG-02-3120-01-010-A -- いう 云う
1 kaneko 0603 0 42 00 00 BG-05-0070-01-010-A お お お
1 kaneko 0603 0 02 00 00 BG-01-3102-02-020-A 名 な 名
1 kaneko 0603 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0603 0 47 13 01 BG-02-1513-01-010-A 立つ たつ 立つ
2 kaneko 0603 2 47 13 01 BG-02-1521-06-020-A 立つ たつ 立つ
3 kaneko 0603 2 47 13 01 BG-02-3330-11-020-A 立つ たつ 立つ
4 kaneko 0603 2 47 13 01 BG-02-3391-02-110-A 立つ たつ 立つ
1 kaneko 0603 0 21 00 00 BG-01-1010-01-020-A こと こと こと
1 kaneko 0603 0 74 55 04 BG-09-0050-01-030-A で だ だ
1 kaneko 0603 0 74 19 05 BG-02-1200-01-030-A ござい ござる ござる
1 kaneko 0603 0 74 58 03 BG-09-0030-03-030-A ましょ ます ます
1 kaneko 0603 0 74 70 01 BG-09-0010-02-010-A う う う
1 kaneko 0603 0 69 00 00 BG-08-0069-32-010-A わ わ わ
1 kaneko 0603 0 78 00 00 BG-16-0078-01-010-A 。 。 。
