1 kaneko 0775 0 56 00 00 BG-03-1000-01-040-A こう こう こう
1 kaneko 0775 0 74 59 01 BG-03-1200-02-090-A ぬ ぬ ぬ
2 kaneko 0775 2 74 59 01 BG-09-0010-01-010-A ぬ ぬ ぬ
3 kaneko 0775 2 74 59 01 BG-09-0010-03-020-C ぬ ぬ ぬ
1 kaneko 0775 0 70 00 00 BG-08-0069-28-015-A か か か
2 kaneko 0775 2 70 00 00 BG-08-0070-01-010-A か か か
2 kaneko 0775 2 70 00 00 BG-08-0065-14-040-C -- か か
1 kaneko 0775 0 62 00 00 BG-08-0062-01-010-A と と と
2 kaneko 0775 2 62 00 00 BG-08-0064-18-010-A と と と
2 kaneko 0775 2 62 00 00 BG-04-1120-05-170-A -- と と
1 kaneko 0775 1 47 13 02 BG-02-3041-02-010-A 待た まつ 待つ
1 kaneko 0775 2 47 13 02 BG-02-3510-05-010-A -- まつ 待つ
1 kaneko 0775 0 49 06 04 BG-02-1110-02-010-A れ れる れる
2 kaneko 0775 2 49 06 04 BG-09-0040-02-010-A れ れる れる
1 kaneko 0775 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0775 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0775 0 02 00 00 BG-01-3000-03-010-A 気 き 気
2 kaneko 0775 2 02 00 00 BG-01-3001-01-030-A 気 き 気
1 kaneko 0775 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0775 0 47 06 04 BG-02-3530-01-020-A 揉め もめる 揉める
1 kaneko 0775 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0775 0 47 17 02 BG-02-1220-01-030-A なら なる なる
1 kaneko 0775 0 74 59 01 BG-03-1200-02-090-A ぬ ぬ ぬ
2 kaneko 0775 2 74 59 01 BG-09-0010-01-010-A ぬ ぬ ぬ
3 kaneko 0775 2 74 59 01 BG-09-0010-03-020-C ぬ ぬ ぬ
1 kaneko 0775 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0775 0 58 00 00 BG-04-1130-01-010-A しかし しかし しかし
1 kaneko 0775 0 55 00 00 BG-04-3120-03-050-A どうせ どうせ どうせ
1 kaneko 0775 0 47 02 02 BG-02-1527-01-010-A 来 くる 来る
1 kaneko 0775 0 74 59 01 BG-03-1200-02-090-A ぬ ぬ ぬ
2 kaneko 0775 2 74 59 01 BG-09-0010-01-010-A ぬ ぬ ぬ
3 kaneko 0775 2 74 59 01 BG-09-0010-03-020-C ぬ ぬ ぬ
1 kaneko 0775 0 21 00 00 BG-01-1010-01-020-A こと こと こと
1 kaneko 0775 0 74 55 07 BG-09-0050-01-030-A なら だ だ
1 kaneko 0775 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0775 0 56 00 00 BG-04-3120-05-010-A いっそ いっそ いっそ
1 kaneko 0775 0 02 00 00 BG-01-5200-02-010-A 空 そら 空
1 kaneko 0775 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0775 0 18 00 00 BG-03-5020-02-170-A 真っ黒 まっくろ 真っ黒
1 kaneko 0775 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0775 0 47 17 06 BG-02-5150-02-020-A 曇っ くもる 曇る
1 kaneko 0775 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0775 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0775 0 02 00 00 BG-01-5153-01-010-A 雨 あめ 雨
1 kaneko 0775 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0775 0 47 17 06 BG-02-1540-10-010-A 降っ ふる 降る
2 kaneko 0775 2 47 17 06 BG-02-5150-03-010-A 降っ ふる 降る
1 kaneko 0775 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0775 0 48 21 04 BG-02-3770-08-010-A もらい もらう もらう
1 kaneko 0775 0 74 53 01 BG-03-3012-03-020-A たい たい たい
2 kaneko 0775 2 74 53 01 BG-09-0050-03-010-A たい たい たい
1 kaneko 0775 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0775 0 47 17 07 BG-02-3420-01-010-A すれ する する
1 kaneko 0775 1 64 00 00 BG-08-0064-26-010-A ば ば ば
1 kaneko 0775 2 64 00 00 BG-04-1120-05-150-A -- ば ば
1 kaneko 0775 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0775 0 51 50 07 BG-03-3011-03-290-A 情けなく なさけない 情けない
2 kaneko 0775 2 51 50 07 BG-03-3020-12-010-A 情けなく なさけない 情けない
1 kaneko 0775 0 51 50 01 BG-03-3011-02-010-A 辛い つらい 辛い
1 kaneko 0775 0 21 00 00 BG-01-1010-01-020-A 事 こと 事
1 kaneko 0775 0 62 00 00 BG-08-0062-01-010-A と と と
2 kaneko 0775 2 62 00 00 BG-08-0064-18-010-A と と と
2 kaneko 0775 2 62 00 00 BG-04-1120-05-170-A -- と と
1 kaneko 0775 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0775 0 17 00 00 BG-02-3060-01-017-A 思い思い おもいおもい 思い思い
1 kaneko 0775 0 47 03 07 BG-02-3420-01-010-A し する する
1 kaneko 0775 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0775 1 65 00 00 BG-08-0065-08-010-A も も も
1 kaneko 0775 2 65 00 00 BG-04-1130-01-200-A -- も も
1 kaneko 0775 0 55 00 00 BG-04-3110-02-060-A まあ まあ まあ
1 kaneko 0775 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0775 0 47 06 04 BG-02-3041-06-010-A あきらめ あきらめる あきらめる
1 kaneko 0775 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0775 0 47 06 03 BG-02-1513-04-030-A 寝よ ねる 寝る
2 kaneko 0775 2 47 06 03 BG-02-3000-11-010-A 寝よ ねる 寝る
3 kaneko 0775 2 47 06 03 BG-02-3330-02-050-A 寝よ ねる 寝る
4 kaneko 0775 2 47 06 03 BG-02-3391-02-120-A 寝よ ねる 寝る
1 kaneko 0775 0 74 70 01 BG-09-0010-02-010-A う う う
1 kaneko 0775 0 62 00 00 BG-08-0062-01-010-A と と と
2 kaneko 0775 2 62 00 00 BG-08-0064-18-010-A と と と
2 kaneko 0775 2 62 00 00 BG-04-1120-05-170-A -- と と
1 kaneko 0775 1 47 21 01 BG-02-3060-01-010-A 思う おもう 思う
1 kaneko 0775 2 47 21 01 BG-01-3061-01-010-A -- おもい 思い
1 kaneko 0775 0 69 00 00 BG-08-0069-32-010-A わ わ わ
1 kaneko 0775 0 78 00 00 BG-16-0078-01-010-A 。 。 。
