1 kaneko 0850 0 02 00 00 BG-01-5520-20-100-A 桜 さくら 桜
1 kaneko 0850 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0850 1 47 21 05 BG-02-3060-01-010-A 思っ おもう 思う
1 kaneko 0850 2 47 21 05 BG-01-3061-01-010-A -- おもい 思い
1 kaneko 0850 0 74 54 01 BG-09-0010-04-010-A た た た
1 kaneko 0850 0 21 00 00 BG-01-1010-01-020-A こと こと こと
1 kaneko 0850 0 70 00 00 BG-08-0069-28-015-A か か か
2 kaneko 0850 2 70 00 00 BG-08-0070-01-010-A か か か
2 kaneko 0850 2 70 00 00 BG-08-0065-14-040-C -- か か
1 kaneko 0850 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0850 0 55 00 00 BG-04-3110-01-030-A 勿論 もちろん 勿論
1 kaneko 0850 0 02 00 00 BG-01-5530-12-010-A 花 はな 花
1 kaneko 0850 0 61 00 00 BG-08-0061-02-010-A が が が
1 kaneko 0850 0 02 00 00 BG-01-1642-01-270-A 先 さき 先
2 kaneko 0850 2 02 00 00 BG-01-1643-01-060-A 先 さき 先
3 kaneko 0850 2 02 00 00 BG-01-1650-03-010-A 先 さき 先
4 kaneko 0850 2 02 00 00 BG-01-1700-05-090-A 先 さき 先
5 kaneko 0850 2 02 00 00 BG-01-1760-08-010-A 先 さき 先
1 kaneko 0850 0 61 00 00 BG-08-0061-04-010-A と と と
1 kaneko 0850 1 47 21 05 BG-02-3060-01-010-A 思っ おもう 思う
1 kaneko 0850 2 47 21 05 BG-01-3061-01-010-A -- おもい 思い
1 kaneko 0850 0 74 54 01 BG-09-0010-04-010-A た た た
1 kaneko 0850 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0850 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0850 0 58 00 00 BG-04-1170-01-030-A さて さて さて
1 kaneko 0850 0 58 00 00 BG-04-1170-01-030-A さて さて さて
1 kaneko 0850 0 18 00 00 BG-03-3060-09-010-A 意外 いがい 意外
1 kaneko 0850 0 74 55 06 BG-09-0050-01-030-A な だ だ
1 kaneko 0850 0 21 00 00 BG-01-1010-01-020-A 事 こと 事
1 kaneko 0850 0 69 00 00 BG-08-0069-30-010-A よ よ よ
2 kaneko 0850 2 69 00 00 BG-08-0073-07-010-A よ よ よ
1 kaneko 0850 0 78 00 00 BG-16-0078-01-010-A 。 。 。
