1 kaneko 0645 0 16 00 00 BG-01-1642-02-160-A 昨夜 さくや 昨夜
1 kaneko 0645 0 55 00 00 BG-03-1200-03-060-A 一向 いっこう 一向
1 kaneko 0645 0 47 06 04 BG-02-3050-03-010-A 覚え おぼえる 覚える
1 kaneko 0645 0 74 58 02 BG-09-0030-03-030-A ませ ます ます
1 kaneko 0645 0 74 59 01 BG-03-1200-02-090-A ぬ ぬ ぬ
2 kaneko 0645 2 74 59 01 BG-09-0010-01-010-A ぬ ぬ ぬ
3 kaneko 0645 2 74 59 01 BG-09-0010-03-020-C ぬ ぬ ぬ
1 kaneko 0645 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0645 0 14 00 00 BG-01-1000-01-050-A それ それ それ
1 kaneko 0645 0 61 00 00 BG-08-0061-05-010-A に に に
1 kaneko 0645 0 47 06 04 BG-02-1560-02-020-A つけ つける つける
1 kaneko 0645 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0645 1 47 21 06 BG-02-3060-01-010-A 思え おもう 思う
1 kaneko 0645 2 47 21 06 BG-01-3061-01-010-A -- おもい 思い
1 kaneko 0645 1 64 00 00 BG-08-0064-26-010-A ば ば ば
1 kaneko 0645 2 64 00 00 BG-04-1120-05-150-A -- ば ば
1 kaneko 0645 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0645 0 42 00 00 BG-05-0070-01-010-A お お お
1 kaneko 0645 0 47 21 04 BG-02-1556-01-020-A 逢い あう 逢う
2 kaneko 0645 2 47 21 04 BG-02-3510-01-010-A 逢い あう 逢う
1 kaneko 0645 0 47 12 04 BG-02-3120-01-020-A 申し もうす 申す
1 kaneko 0645 0 74 54 01 BG-09-0010-04-010-A た た た
1 kaneko 0645 1 65 00 00 BG-08-0065-08-010-A も も も
1 kaneko 0645 2 65 00 00 BG-04-1130-01-200-A -- も も
1 kaneko 0645 0 02 00 00 BG-01-3002-07-030-A 夢 ゆめ 夢
1 kaneko 0645 0 74 55 04 BG-09-0050-01-030-A で だ だ
1 kaneko 0645 0 74 18 05 BG-02-1200-01-010-A あっ ある ある
2 kaneko 0645 2 74 18 05 BG-03-1000-07-010-A あっ ある ある
1 kaneko 0645 0 74 54 01 BG-09-0010-04-010-A た た た
1 kaneko 0645 0 70 00 00 BG-08-0069-28-015-A か か か
2 kaneko 0645 2 70 00 00 BG-08-0070-01-010-A か か か
2 kaneko 0645 2 70 00 00 BG-08-0065-14-040-C -- か か
1 kaneko 0645 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0645 0 02 00 00 BG-01-3000-03-030-A 正気 しょうき 正気
1 kaneko 0645 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0645 0 21 00 00 BG-01-1010-01-020-A 事 こと 事
1 kaneko 0645 0 74 55 04 BG-09-0050-01-030-A で だ だ
1 kaneko 0645 0 74 18 05 BG-02-1200-01-010-A あっ ある ある
2 kaneko 0645 2 74 18 05 BG-03-1000-07-010-A あっ ある ある
1 kaneko 0645 0 74 54 01 BG-09-0010-04-010-A た た た
1 kaneko 0645 0 70 00 00 BG-08-0069-28-015-A か か か
2 kaneko 0645 2 70 00 00 BG-08-0070-01-010-A か か か
2 kaneko 0645 2 70 00 00 BG-08-0065-14-040-C -- か か
1 kaneko 0645 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0645 0 47 17 06 BG-02-3000-10-010-A 眠っ ねむる 眠る
1 kaneko 0645 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0645 0 48 06 01 BG-02-1200-02-010-A いる いる いる
1 kaneko 0645 1 02 00 00 BG-01-1610-03-020-A 間 あいだ 間
1 kaneko 0645 2 02 00 00 BG-01-1760-06-010-A -- あいだ 間
1 kaneko 0645 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0645 0 21 00 00 BG-01-1010-01-020-A 事 こと 事
1 kaneko 0645 0 74 55 04 BG-09-0050-01-030-A で だ だ
1 kaneko 0645 0 74 18 05 BG-02-1200-01-010-A あっ ある ある
2 kaneko 0645 2 74 18 05 BG-03-1000-07-010-A あっ ある ある
1 kaneko 0645 0 74 54 01 BG-09-0010-04-010-A た た た
1 kaneko 0645 0 70 00 00 BG-08-0069-28-015-A か か か
2 kaneko 0645 2 70 00 00 BG-08-0070-01-010-A か か か
2 kaneko 0645 2 70 00 00 BG-08-0065-14-040-C -- か か
1 kaneko 0645 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0645 0 02 00 00 BG-01-5710-08-010-A 目 め 目
1 kaneko 0645 0 61 00 00 BG-08-0061-07-010-A の の の
1 kaneko 0645 0 47 06 04 BG-02-3000-11-110-A 覚め さめる 覚める
2 kaneko 0645 2 47 06 04 BG-02-3330-02-070-A 覚め さめる 覚める
1 kaneko 0645 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0645 0 48 06 01 BG-02-1200-02-010-A いる いる いる
1 kaneko 0645 1 02 00 00 BG-01-1610-03-020-A 間 あいだ 間
1 kaneko 0645 2 02 00 00 BG-01-1760-06-010-A -- あいだ 間
1 kaneko 0645 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0645 0 21 00 00 BG-01-1010-01-020-A 事 こと 事
1 kaneko 0645 0 74 55 04 BG-09-0050-01-030-A で だ だ
1 kaneko 0645 0 74 18 05 BG-02-1200-01-010-A あっ ある ある
2 kaneko 0645 2 74 18 05 BG-03-1000-07-010-A あっ ある ある
1 kaneko 0645 0 74 54 01 BG-09-0010-04-010-A た た た
1 kaneko 0645 0 70 00 00 BG-08-0069-28-015-A か か か
2 kaneko 0645 2 70 00 00 BG-08-0070-01-010-A か か か
2 kaneko 0645 2 70 00 00 BG-08-0065-14-040-C -- か か
1 kaneko 0645 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0645 0 14 00 00 BG-01-1000-01-110-A いずれ いずれ いずれ
1 kaneko 0645 0 66 00 00 BG-08-0068-08-010-A やら やら やら
1 kaneko 0645 0 55 00 00 BG-03-1200-03-250-A とんと とんと とんと
1 kaneko 0645 0 47 06 04 BG-02-3050-03-010-A 覚え おぼえる 覚える
1 kaneko 0645 0 74 58 02 BG-09-0030-03-030-A ませ ます ます
1 kaneko 0645 0 74 59 01 BG-03-1200-02-090-A ぬ ぬ ぬ
2 kaneko 0645 2 74 59 01 BG-09-0010-01-010-A ぬ ぬ ぬ
3 kaneko 0645 2 74 59 01 BG-09-0010-03-020-C ぬ ぬ ぬ
1 kaneko 0645 0 69 00 00 BG-08-0069-32-010-A わ わ わ
1 kaneko 0645 0 78 00 00 BG-16-0078-01-010-A 。 。 。
