1 kaneko 0839 0 55 00 00 BG-04-3120-02-010-A 一体 いったい 一体
1 kaneko 0839 0 18 00 00 BG-02-3010-05-130-A いや いや いや
2 kaneko 0839 2 18 00 00 BG-03-3011-03-280-A いや いや いや
3 kaneko 0839 2 18 00 00 BG-03-3020-01-060-A いや いや いや
1 kaneko 0839 0 17 00 00 BG-01-3521-04-100-A 死別 しべつ 死別
1 kaneko 0839 0 47 03 02 BG-02-3420-01-010-A す する する
1 kaneko 0839 0 74 60 04 BG-04-3110-02-140-A べき べし べし
2 kaneko 0839 2 74 60 04 BG-09-0010-02-060-C べき べし べし
1 kaneko 0839 0 21 00 00 BG-01-1010-01-020-A 事 こと 事
1 kaneko 0839 0 74 55 04 BG-09-0050-01-030-A で だ だ
1 kaneko 0839 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0839 1 74 52 01 BG-09-0010-01-050-A ない ない ない
1 kaneko 0839 2 74 52 01 BG-03-1200-02-010-A -- ない ない
1 kaneko 0839 0 69 00 00 BG-08-0069-32-010-A わ わ わ
1 kaneko 0839 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0839 0 16 00 00 BG-01-1624-04-010-A 秋 あき 秋
1 kaneko 0839 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0839 0 55 00 00 BG-03-1980-02-090-A たださえ たださえ たださえ
1 kaneko 0839 1 51 51 01 BG-03-3011-03-080-A 物悲しい ものがなしい 物悲しい
1 kaneko 0839 3 51 51 01 BG-01-1000-03-020-A -- もの 物
1 kaneko 0839 3 51 51 01 BG-03-3011-03-070-A -- かなしい かなしい
1 kaneko 0839 0 02 00 00 BG-01-1624-01-010-A 時節 じせつ 時節
1 kaneko 0839 0 61 00 00 BG-08-0061-03-010-A で で で
1 kaneko 0839 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0839 0 47 06 04 BG-02-5810-04-010-A 生き いきる 生きる
1 kaneko 0839 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0839 0 48 06 01 BG-02-1200-02-010-A いる いる いる
1 kaneko 0839 0 02 00 00 BG-01-2000-06-080-A 人 ひと 人
2 kaneko 0839 2 02 00 00 BG-01-2020-01-020-A 人 ひと 人
1 kaneko 0839 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0839 0 47 06 04 BG-02-1556-01-020-C 見 みる 見る
2 kaneko 0839 2 47 06 04 BG-02-3060-01-015-A 見 みる 見る
3 kaneko 0839 2 47 06 04 BG-02-3090-02-010-A 見 みる 見る
4 kaneko 0839 2 47 06 04 BG-02-3510-01-080-C 見 みる 見る
1 kaneko 0839 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0839 1 65 00 00 BG-01-1990-05-030-A さえ さえ さえ
1 kaneko 0839 2 65 00 00 BG-08-0065-02-010-A -- さえ さえ
1 kaneko 0839 0 51 51 01 BG-03-3020-04-030-A 恋しい こいしい 恋しい
1 kaneko 0839 0 21 00 00 BG-01-1000-03-010-A もの もの もの
1 kaneko 0839 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0839 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0839 0 17 00 00 BG-01-3521-04-100-A 死別 しべつ 死別
1 kaneko 0839 0 61 00 00 BG-08-0061-10-010-A を を を
1 kaneko 0839 0 47 03 05 BG-02-3420-01-010-A さ する する
1 kaneko 0839 0 49 06 04 BG-02-1110-02-010-A れ れる れる
2 kaneko 0839 2 49 06 04 BG-09-0040-02-010-A れ れる れる
1 kaneko 0839 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0839 0 47 17 01 BG-02-1580-06-020-A たまる たまる たまる
1 kaneko 0839 0 21 00 00 BG-01-1000-03-010-A もの もの もの
1 kaneko 0839 0 74 55 04 BG-09-0050-01-030-A で だ だ
1 kaneko 0839 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0839 1 74 52 01 BG-09-0010-01-050-A ない ない ない
1 kaneko 0839 2 74 52 01 BG-03-1200-02-010-A -- ない ない
1 kaneko 0839 0 78 00 00 BG-16-0078-01-010-A 。 。 。
