1 kaneko 0722 0 02 00 00 BG-01-1771-02-010-A 底 そこ 底
1 kaneko 0722 0 02 00 00 BG-01-5250-04-030-A 淵 ふち 淵
1 kaneko 0722 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0722 1 23 00 00 BG-03-1300-01-010-A よう よう よう
1 kaneko 0722 2 23 00 00 BG-03-1140-01-070-A -- よう よう
1 kaneko 0722 0 72 00 00 BG-08-0072-02-010-A に に に
1 kaneko 0722 0 51 50 07 BG-03-1920-05-010-A 深く ふかい 深い
1 kaneko 0722 1 47 21 01 BG-02-3060-01-010-A 思う おもう 思う
1 kaneko 0722 2 47 21 01 BG-01-3061-01-010-A -- おもい 思い
1 kaneko 0722 0 02 00 00 BG-01-2020-01-030-A 者 もの 者
1 kaneko 0722 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0722 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0722 0 02 00 00 BG-01-1840-02-010-A 口 くち 口
2 kaneko 0722 2 02 00 00 BG-01-5710-12-010-A 口 くち 口
1 kaneko 0722 0 61 00 00 BG-08-0061-08-010-A へ へ へ
1 kaneko 0722 0 47 12 04 BG-02-1210-01-040-A 出し だす 出す
2 kaneko 0722 2 47 12 04 BG-02-1502-01-050-A 出し だす 出す
3 kaneko 0722 2 47 12 04 BG-02-1530-01-020-A 出し だす 出す
1 kaneko 0722 0 64 00 00 BG-08-0064-16-010-A て て て
1 kaneko 0722 0 14 00 00 BG-01-1000-02-010-A 何 なに 何
1 kaneko 0722 0 70 00 00 BG-08-0069-28-015-A か か か
2 kaneko 0722 2 70 00 00 BG-08-0070-01-010-A か か か
2 kaneko 0722 2 70 00 00 BG-08-0065-14-040-C -- か か
1 kaneko 0722 0 62 00 00 BG-08-0062-01-010-A と と と
2 kaneko 0722 2 62 00 00 BG-08-0064-18-010-A と と と
2 kaneko 0722 2 62 00 00 BG-04-1120-05-170-A -- と と
1 kaneko 0722 0 47 21 04 BG-02-3120-01-010-A 言い いう 言う
1 kaneko 0722 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0722 0 47 03 06 BG-02-3420-01-010-A せ する する
1 kaneko 0722 0 74 59 01 BG-03-1200-02-090-A ぬ ぬ ぬ
2 kaneko 0722 2 74 59 01 BG-09-0010-01-010-A ぬ ぬ ぬ
3 kaneko 0722 2 74 59 01 BG-09-0010-03-020-C ぬ ぬ ぬ
1 kaneko 0722 0 64 00 00 BG-08-0064-04-010-A が が が
1 kaneko 0722 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0722 0 14 00 00 BG-01-1730-03-030-A あなた あなた あなた
2 kaneko 0722 2 14 00 00 BG-01-1731-02-030-A あなた あなた あなた
3 kaneko 0722 2 14 00 00 BG-01-2000-02-010-A あなた あなた あなた
1 kaneko 0722 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0722 0 02 00 00 BG-01-1030-01-090-A 真実 しんじつ 真実
1 kaneko 0722 0 28 00 00 BG-01-1981-07-060-A ら ら ら
1 kaneko 0722 0 47 08 01 BG-02-1330-03-050-A しく しく しく
2 kaneko 0722 2 47 08 01 BG-02-1900-06-010-A しく しく しく
1 kaneko 0722 0 14 00 00 BG-01-1000-02-010-A 何 なに 何
1 kaneko 0722 0 70 00 00 BG-08-0069-28-015-A か か か
2 kaneko 0722 2 70 00 00 BG-08-0070-01-010-A か か か
2 kaneko 0722 2 70 00 00 BG-08-0065-14-040-C -- か か
1 kaneko 0722 0 62 00 00 BG-08-0062-01-010-A と と と
2 kaneko 0722 2 62 00 00 BG-08-0064-18-010-A と と と
2 kaneko 0722 2 62 00 00 BG-04-1120-05-170-A -- と と
1 kaneko 0722 1 47 11 01 BG-02-3380-01-080-A 言い騒ぐ いいさわぐ 言い騒ぐ
1 kaneko 0722 3 47 11 01 BG-02-3120-01-010-A -- いう 云う
1 kaneko 0722 3 47 11 01 BG-02-3380-01-020-A -- さわぐ さわぐ
1 kaneko 0722 0 21 00 00 BG-07-0010-03-010-A の の の
1 kaneko 0722 0 65 00 00 BG-08-0065-07-010-A は は は
1 kaneko 0722 0 79 00 00 BG-16-0079-01-010-A 、 、 、
1 kaneko 0722 0 58 00 00 BG-04-1150-01-020-A つまり つまり つまり
1 kaneko 0722 0 02 00 00 BG-01-5240-04-050-A 山川 やまかわ 山川
1 kaneko 0722 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0722 1 23 00 00 BG-03-1300-01-010-A よう よう よう
1 kaneko 0722 2 23 00 00 BG-03-1140-01-070-A -- よう よう
1 kaneko 0722 0 74 55 06 BG-09-0050-01-030-A な だ だ
1 kaneko 0722 0 51 50 01 BG-03-1920-05-070-A 浅い あさい 浅い
1 kaneko 0722 0 02 00 00 BG-01-3000-01-020-A 心 こころ 心
2 kaneko 0722 2 02 00 00 BG-01-3061-01-120-A 心 こころ 心
1 kaneko 0722 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0722 1 02 00 00 BG-01-5155-02-060-A 仇浪 あだなみ 仇浪
1 kaneko 0722 3 02 00 00 BG-01-2200-02-050-A -- あだ あだ
1 kaneko 0722 3 02 00 00 BG-01-5155-01-010-A -- なみ 波
1 kaneko 0722 0 65 00 00 BG-08-0065-05-010-A ぞ ぞ ぞ
2 kaneko 0722 2 65 00 00 BG-08-0065-12-010-C ぞ ぞ ぞ
1 kaneko 0722 0 69 00 00 BG-08-0069-30-010-A よ よ よ
2 kaneko 0722 2 69 00 00 BG-08-0073-07-010-A よ よ よ
1 kaneko 0722 0 78 00 00 BG-16-0078-01-010-A 。 。 。
1 kaneko 0722 0 62 00 00 BG-08-0062-01-010-A と と と
2 kaneko 0722 2 62 00 00 BG-08-0064-18-010-A と と と
2 kaneko 0722 2 62 00 00 BG-04-1120-05-170-A -- と と
1 kaneko 0722 0 47 21 01 BG-02-3120-01-010-A いう いう いう
1 kaneko 0722 0 64 00 00 BG-08-0064-04-010-A が が が
1 kaneko 0722 0 02 00 00 BG-01-1750-05-070-A 裏面 りめん 裏面
1 kaneko 0722 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0722 0 02 00 00 BG-01-3045-01-010-A 意 い 意
1 kaneko 0722 0 78 00 00 BG-16-0078-01-010-A 。 。 。
