1 kaneko 0705 0 18 00 00 BG-03-1300-07-040-A いろいろ いろいろ いろいろ
2 kaneko 0705 2 74 59 01 BG-09-0010-01-010-A ぬ ぬ ぬ
3 kaneko 0705 2 74 59 01 BG-09-0010-03-020-C ぬ ぬ ぬ
1 kaneko 0705 0 02 00 00 BG-03-3310-01-110-A 不幸 ふこう 不幸
1 kaneko 0705 0 71 00 00 BG-08-0071-01-010-A の の の
1 kaneko 0705 0 02 00 00 BG-01-5700-01-040-A 身 み 身
1 kaneko 0705 0 61 00 00 BG-08-0061-04-010-A と と と
1 kaneko 0705 0 47 17 05 BG-02-3060-07-010-A 知り しる 知る
1 kaneko 0705 0 74 58 03 BG-09-0030-03-030-A ましょ ます ます
1 kaneko 0705 0 74 70 01 BG-09-0010-02-010-A う う う
1 kaneko 0705 0 69 00 00 BG-08-0069-32-010-A わ わ わ
1 kaneko 0705 0 78 00 00 BG-16-0078-01-010-A 。 。 。
